pin_nbr,pin,the_geom,low_address,high_address,street_direction,street_name,street_type,community,ward,status
16123050080000,16-12-305-008-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7022691307326,41.8866031815123],[-87.7022770743518,41.886878198439],[-87.7021853239802,41.8868793956478],[-87.7021771614988,41.8866042677426],[-87.7022691307326,41.8866031815123]]]]}",313,313,N,WHIPPLE,ST,EAST GARFIELD PARK,27,sold
16123060240000,16-12-306-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7012430710479,41.8866153211695],[-87.7012568592557,41.8870271983406],[-87.7011098676699,41.8870290785521],[-87.7010960820295,41.8866170367243],[-87.7012430710479,41.8866153211695]]]]}",311,311,N,SACRAMENTO,AVE,EAST GARFIELD PARK,27,sold
16123060270000,16-12-306-027-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7009114819541,41.8866192584734],[-87.7009252653257,41.8870314100789],[-87.7008330006022,41.8870326033742],[-87.7008192189063,41.886620341998],[-87.7009114819541,41.8866192584734]]]]}",2948,2948,W,FULTON,ST,EAST GARFIELD PARK,27,sold
16123080340000,16-12-308-034-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7052362653874,41.8855006197585],[-87.705248270325,41.8858722012965],[-87.7051807634964,41.8858729846445],[-87.7051687594877,41.8855013482202],[-87.7052362653874,41.8855006197585]]]]}",3134,3134,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123080410000,16-12-308-041-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7047017988373,41.8855065866599],[-87.7047137969116,41.8858785524058],[-87.7046403399893,41.8858794126352],[-87.7046283428791,41.8855073920026],[-87.7047017988373,41.8855065866599]]]]}",3120,3120,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123080420000,16-12-308-042-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7046283428791,41.8855073920026],[-87.7046403399893,41.8858794126352],[-87.7045668830655,41.8858802728177],[-87.7045549603637,41.8855081977005],[-87.7046283428791,41.8855073920026]]]]}",3118,3118,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123080470000,16-12-308-047-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7042612094188,41.885511473698],[-87.7042731282625,41.8858837683615],[-87.7041996713317,41.885884628309],[-87.7041876800088,41.8855122783564],[-87.7042612094188,41.885511473698]]]]}",3108,3108,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123080480000,16-12-308-048-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7041876800088,41.8855122783564],[-87.7041996713317,41.885884628309],[-87.7041261409549,41.885885487807],[-87.7041142235031,41.8855131382522],[-87.7041876800088,41.8855122783564]]]]}",3106,3106,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123100070000,16-12-310-007-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.70069698409,41.8859369555593],[-87.7007080674744,41.8863471713922],[-87.7006162454869,41.886348257184],[-87.7006051626899,41.8859380413464],[-87.70069698409,41.8859369555593]]]]}",2945,2945,W,FULTON,ST,EAST GARFIELD PARK,27,sold
16123100180000,16-12-310-018-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.699628843619,41.8859496173683],[-87.6997169188279,41.8859485665775],[-87.6997279224974,41.8863587820557],[-87.699639846725,41.886359832851],[-87.6995517714931,41.8863608286969],[-87.699540695506,41.8859506128044],[-87.699628843619,41.8859496173683]]]]}",2917,2917,W,FULTON,ST,EAST GARFIELD PARK,27,sold
16123100370000,16-12-310-037-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6999810679825,41.8855590237391],[-87.6999925229489,41.8859014039865],[-87.6999043743622,41.8859024545841],[-87.6998929204087,41.8855600194493],[-87.6999810679825,41.8855590237391]]]]}",2924,2924,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123100420000,16-12-310-042-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6995403306365,41.8855639467314],[-87.699551779995,41.8859066562976],[-87.6994637053851,41.8859076520803],[-87.6994522570398,41.8855648876267],[-87.6995403306365,41.8855639467314]]]]}",2912,2912,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123100440000,16-12-310-044-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6992625194241,41.8855670234863],[-87.6992716883475,41.8859099400266],[-87.699179866976,41.8859110246741],[-87.6991706261851,41.8855679979605],[-87.6992625194241,41.8855670234863]]]]}",2906,2906,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123130140000,16-12-313-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7025929762358,41.8849372282581],[-87.7026048665851,41.8853487656647],[-87.7025130471207,41.8853497432195],[-87.7025011573607,41.8849382058076],[-87.7025929762358,41.8849372282581]]]]}",3031,3031,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123130170000,16-12-313-017-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7023175919682,41.8849402708535],[-87.7023294071062,41.8853518078727],[-87.7022376605398,41.8853528404928],[-87.7022257725472,41.8849413030646],[-87.7023175919682,41.8849402708535]]]]}",3023,3023,W,WALNUT,ST,EAST GARFIELD PARK,27,sold
16123190050000,16-12-319-005-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7055859991757,41.8829372112281],[-87.7055929232943,41.8831827493419],[-87.7055011069481,41.8831837293077],[-87.705494183181,41.8829381911908],[-87.7055859991757,41.8829372112281]]]]}",3146,3146,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16123190090000,16-12-319-009-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7051286088681,41.8829420646656],[-87.7052206451939,41.8829410862003],[-87.7052284718688,41.8832218105056],[-87.705136437828,41.8832225145645],[-87.7051357768544,41.8832225109488],[-87.7051279478973,41.8829420610499],[-87.7051286088681,41.8829420646656]]]]}",3136,3136,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16123190110000,16-12-319-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7050366465192,41.8829429885769],[-87.7050444772277,41.8832232189514],[-87.7049523697432,41.8832239224609],[-87.7049445367484,41.8829439664929],[-87.7050366465192,41.8829429885769]]]]}",3130,3130,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16123220110000,16-12-322-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6986879348402,41.8834741617661],[-87.6986898824615,41.8835445349861],[-87.6982089830055,41.8835495602409],[-87.6982071093537,41.8834791874226],[-87.6986879348402,41.8834741617661]]]]}",117,117,N,FRANCISCO,AVE,EAST GARFIELD PARK,27,sold
16123220120000,16-12-322-012-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6986859872223,41.8834037885453],[-87.6986879348402,41.8834741617661],[-87.6982071093537,41.8834791874226],[-87.698205235705,41.8834088146035],[-87.6986859872223,41.8834037885453]]]]}",115,115,N,FRANCISCO,AVE,EAST GARFIELD PARK,27,sold
16123230150000,16-12-323-015-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6975021775804,41.8833458130806],[-87.6975038910745,41.8834100379141],[-87.6970238004535,41.883415062685],[-87.6970220874402,41.8833508378477],[-87.6975021775804,41.8833458130806]]]]}",113,113,N,MOZART,ST,EAST GARFIELD PARK,27,sold
16123240090000,16-12-324-009-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7048709568638,41.8823506419824],[-87.7048978951815,41.8823297684714],[-87.7049606964768,41.8823291241916],[-87.7049705100391,41.8826692997903],[-87.7048801637799,41.8826702324196],[-87.7048710634092,41.8823547589352],[-87.7048709568638,41.8823506419824]]]]}",3129,3129,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16123260140000,16-12-326-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6996185458678,41.882368704585],[-87.6996563002274,41.8823683091827],[-87.6996666573784,41.8827249536697],[-87.6996289028089,41.8827253490739],[-87.6995748421978,41.8827258740193],[-87.6995644855574,41.8823692295276],[-87.6996185458678,41.882368704585]]]]}",2919,2919,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16123290140000,16-12-329-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7024961838947,41.8815089687625],[-87.7025057045616,41.8818402516342],[-87.7024138906607,41.8818411742628],[-87.7024043704681,41.8815098913868],[-87.7024961838947,41.8815089687625]]]]}",3031,3031,W,WARREN,,EAST GARFIELD PARK,27,sold
16123300020000,16-12-330-002-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7009434182149,41.8815188151016],[-87.7009500288523,41.8815187417344],[-87.7009598524518,41.8818557344236],[-87.7009532417796,41.8818558077912],[-87.7008614278494,41.8818567291783],[-87.7008516776653,41.8815197917706],[-87.7009434182149,41.8815188151016]]]]}",2955,2955,W,WARREN,BLVD,EAST GARFIELD PARK,27,sold
16123300250000,16-12-330-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6989695923389,41.881611167428],[-87.6989772595628,41.8818755355971],[-87.6988858127948,41.8818764574326],[-87.6988784391633,41.8816121457649],[-87.6989695923389,41.881611167428]]]]}",2901,2901,W,WARREN,BLVD,EAST GARFIELD PARK,27,sold
16124150440000,16-12-415-044-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.696162724398,41.8837328469496],[-87.6962361767268,41.8837322116541],[-87.6962399240767,41.883872518263],[-87.6961664508663,41.8838752390712],[-87.696162724398,41.8837328469496]]]]}",2758,2760,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124150550000,16-12-415-055-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6953674530913,41.8837400124463],[-87.6954466349951,41.8837392997154],[-87.6954514834533,41.8839237948114],[-87.6954361447004,41.8839300213741],[-87.6953725986488,41.8839315344635],[-87.6953674530913,41.8837400124463]]]]}",2738,2738,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124150730000,16-12-415-073-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6938920150444,41.8837528273813],[-87.6939837571843,41.8837520209411],[-87.693989427849,41.8839641277759],[-87.6938977457143,41.8839662517919],[-87.6938920150444,41.8837528273813]]]]}",2674,2674,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124150740000,16-12-415-074-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6938073978678,41.8837535636568],[-87.6938920150444,41.8837528273813],[-87.6938977457143,41.8839662517919],[-87.693813115668,41.8839682503522],[-87.6938073978678,41.8837535636568]]]]}",2672,2672,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124150760000,16-12-415-076-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6936307458732,41.8837549947014],[-87.6937227077954,41.883754244579],[-87.6937285590595,41.8839702492592],[-87.6936365825937,41.8839724263123],[-87.6936307458732,41.8837549947014]]]]}",2666,2666,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124150800000,16-12-415-080-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6932629727097,41.8837578851003],[-87.693354860647,41.883757189745],[-87.6933608005966,41.883978902966],[-87.6932688975519,41.8839810801337],[-87.6932629727097,41.8837578851003]]]]}",2656,2656,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124180320000,16-12-418-032-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6925647437163,41.8833292919199],[-87.6925718201077,41.8835987065167],[-87.6925003514008,41.8835992956527],[-87.692493273116,41.883330100581],[-87.6925647437163,41.8833292919199]]]]}",2639,2639,W,MAYPOLE,AVE,EAST GARFIELD PARK,27,sold
16124210150000,16-12-421-015-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6948493795152,41.8824844400168],[-87.6948570405459,41.8827772387491],[-87.6947758741932,41.8827782144653],[-87.6947682151725,41.8824852510846],[-87.6948493795152,41.8824844400168]]]]}",2719,2721,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16124210160000,16-12-421-016-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6947682151725,41.8824852510846],[-87.6947758741932,41.8827782144653],[-87.6946947818262,41.8827791356508],[-87.6946871248155,41.8824860076216],[-87.6947682151725,41.8824852510846]]]]}",2719,2721,W,WASHINGTON,BLVD,EAST GARFIELD PARK,27,sold
16124210340000,16-12-421-034-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6953948747625,41.8820908731323],[-87.6954038611131,41.8824352710366],[-87.6953387095875,41.8824358970327],[-87.6953297235868,41.8820914991257],[-87.6953948747625,41.8820908731323]]]]}",2736,2736,W,WARREN,BLVD,EAST GARFIELD PARK,27,sold
16124260160000,16-12-426-016-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6923746051454,41.8815938126759],[-87.6923837944599,41.8819383217262],[-87.6922923481216,41.8819391834281],[-87.6922831582012,41.8815947841376],[-87.6923746051454,41.8815938126759]]]]}",2633,2633,W,WARREN,BLVD,EAST GARFIELD PARK,27,sold
16131010100000,16-13-101-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.702854579304,41.880381734161],[-87.7028562808526,41.8804477152074],[-87.7025274468494,41.8804510686167],[-87.7025257456392,41.8803850875677],[-87.702854579304,41.880381734161]]]]}",17,17,S,ALBANY,AVE,EAST GARFIELD PARK,28,sold
16131020040000,16-13-102-004-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7017078527424,41.8806353130778],[-87.7017149878643,41.8809101063359],[-87.701637791778,41.8809108892027],[-87.7016306569868,41.8806360959421],[-87.7017078527424,41.8806353130778]]]]}",3009,3009,W,MADISON,ST,EAST GARFIELD PARK,28,sold
16131030280000,16-13-103-028-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7001691095926,41.8805406702874],[-87.7001656902253,41.880421331571],[-87.7002444311814,41.8804202288998],[-87.7002492032484,41.8805840867587],[-87.7002495004811,41.8805952684597],[-87.7002497927538,41.8806062086397],[-87.7001709781309,41.880607310908],[-87.700170645318,41.8805963869698],[-87.7001703886527,41.8805851890268],[-87.7001696227454,41.8805586204925],[-87.7001691095926,41.8805406702874]]]]}",2936,2936,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131030290000,16-13-103-029-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7000216144155,41.8803972110254],[-87.7001070016981,41.8804221605636],[-87.700109834324,41.8805220667771],[-87.6999455616815,41.8805425659976],[-87.7000216144155,41.8803972110254]]]]}",2934,2934,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131030300000,16-13-103-030-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6999533634967,41.8803772406971],[-87.7000216144155,41.8803972110254],[-87.6999455616815,41.8805425659976],[-87.6998612923565,41.8805531330635],[-87.6999533634967,41.8803772406971]]]]}",2932,2932,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131040100000,16-13-104-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7004881895313,41.8801667965123],[-87.7005229031424,41.8801618286162],[-87.7005270581528,41.8803064184562],[-87.7004396500175,41.8803076382112],[-87.7004358242699,41.8801743564817],[-87.7004881895313,41.8801667965123]]]]}",2945,2945,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131040110000,16-13-104-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7004000074514,41.880179482926],[-87.7004358242699,41.8801743564817],[-87.7004396500175,41.8803076382112],[-87.7003517272714,41.8803089099482],[-87.7003482307567,41.8801869363293],[-87.7004000074514,41.880179482926]]]]}",2943,2943,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131040130000,16-13-104-013-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7001597318479,41.8802139982878],[-87.7002627701617,41.8801991985584],[-87.7002659347694,41.880310138476],[-87.7001625138683,41.880311599057],[-87.7001597318479,41.8802139982878]]]]}",2939,2939,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131040190000,16-13-104-019-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7003338238843,41.8800467905385],[-87.7004000074514,41.880179482926],[-87.7003482307567,41.8801869363293],[-87.7003118253374,41.8801921692718],[-87.7002508259953,41.8800699884378],[-87.7003338238843,41.8800467905385]]]]}",2942,2942,W,FIFTH,AVE,EAST GARFIELD PARK,27,sold
16131040200000,16-13-104-020-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7002508259953,41.8800699884378],[-87.7003118253374,41.8801921692718],[-87.7002627701617,41.8801991985584],[-87.7001597318479,41.8802139982878],[-87.7001564137545,41.8800963066711],[-87.7002508259953,41.8800699884378]]]]}",2940,2940,W,FIFTH,AVE,EAST GARFIELD PARK,27,sold
16131080370000,16-13-108-037-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6998727377554,41.8793050576191],[-87.6998817108436,41.879630904185],[-87.699815430775,41.8796494189939],[-87.699792147342,41.8796496747435],[-87.6997826148958,41.8793061521317],[-87.6998727377554,41.8793050576191]]]]}",2926,2926,W,WILCOX,ST,EAST GARFIELD PARK,27,sold
16131090140000,16-13-109-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6973242107601,41.87972511166],[-87.6973325860866,41.880065499583],[-87.6972639108717,41.8800662169302],[-87.6972555348212,41.8797259387686],[-87.6973242107601,41.87972511166]]]]}",2825,2825,W,MONROE,ST,EAST GARFIELD PARK,27,sold
16131090330000,16-13-109-033-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6972001958967,41.8793372663565],[-87.6972085705398,41.8796776543066],[-87.6971167580781,41.879678737367],[-87.6971083839223,41.8793383494137],[-87.6972001958967,41.8793372663565]]]]}",2820,2820,W,WILCOX,ST,EAST GARFIELD PARK,27,sold
16131100080000,16-13-110-008-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7004705581291,41.8787754755886],[-87.7004799711696,41.8791165825837],[-87.7003919048081,41.8791176889076],[-87.7003824933192,41.8787764721446],[-87.7004705581291,41.8787754755886]]]]}",2945,2945,W,WILCOX,ST,EAST GARFIELD PARK,27,sold
16131100200000,16-13-110-020-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6995727242111,41.8787855079245],[-87.6995821977792,41.8791274385943],[-87.6995102172969,41.8791283037012],[-87.6995007446549,41.8787863181461],[-87.6995727242111,41.8787855079245]]]]}",2921,2921,W,WILCOX,ST,EAST GARFIELD PARK,27,sold
16131150060000,16-13-115-006-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7018722526085,41.8790577260002],[-87.7020302612634,41.879382196413],[-87.7019452053557,41.8794057135381],[-87.7017872705127,41.879081243416],[-87.7018722526085,41.8790577260002]]]]}",3021,3021,W,FIFTH,AVE,EAST GARFIELD PARK,28,sold
16131150250000,16-13-115-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7017479136554,41.8790357468843],[-87.7017481873463,41.8790452434871],[-87.701274966359,41.8791762848357],[-87.7012712361468,41.8790405886934],[-87.7017479136554,41.8790357468843]]]]}",120,120,S,SACRAMENTO,BLVD,EAST GARFIELD PARK,28,sold
16131160100000,16-13-116-010-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7001835271038,41.8778778964584],[-87.7001917589378,41.878212026625],[-87.7001036225478,41.8782129128038],[-87.7000992273026,41.8780332500804],[-87.7000953906312,41.8778788375161],[-87.7001835271038,41.8778778964584]]]]}",2937,2937,W,ADAMS,ST,EAST GARFIELD PARK,27,sold
16131160240000,16-13-116-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7008946247496,41.8774921314275],[-87.7009858454931,41.8774911518534],[-87.7009950345179,41.8778254519158],[-87.7009027117699,41.8778264254277],[-87.7008946247496,41.8774921314275]]]]}",2958,2958,W,JACKSON,BLVD,EAST GARFIELD PARK,27,sold
16131160270000,16-13-116-027-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7004385944388,41.8774970286152],[-87.700530329236,41.877496052236],[-87.7005385617695,41.877830292176],[-87.7004468264943,41.8778312685584],[-87.7004385944388,41.8774970286152]]]]}",2946,2946,W,JACKSON,BLVD,EAST GARFIELD PARK,27,sold
16131210180000,16-13-121-018-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.7004953876345,41.8764077101638],[-87.7009589744046,41.8764027994635],[-87.7009607013927,41.876473445944],[-87.7004971141119,41.8764783566477],[-87.7004953876345,41.8764077101638]]]]}",331,331,S,SACRAMENTO,BLVD,EAST GARFIELD PARK,27,sold
